Date,Portfolio_Value,Returns
2024-04-05,1415860.1060865722,-0.0033292242092902774
2024-04-08,1421797.5377246502,0.004283762534888793
2024-04-09,1419452.0278137764,-0.0015698365293258661
2024-04-10,1428337.5512623573,0.006330921480682062
2024-04-12,1411254.0476998715,-0.011903335297368247
2024-04-15,1398005.9621808815,-0.009302599586375032
2024-04-16,1392577.3272438166,-0.003813503685864302
2024-04-18,1385312.0110721216,-0.005128878451822395
2024-04-19,1393936.0438952784,0.006320780684187775
2024-04-22,1413895.8695180586,0.01441813725613441
2024-04-23,1418302.6467044933,0.0032139741616834814
2024-04-24,1420973.4088516333,0.001980114450669489
2024-04-25,1437146.1897792686,0.011650695752818251
2024-04-26,1426781.0737220873,-0.006988119866818294
2024-04-29,1446972.3345837793,0.014454343768565057
2024-04-30,1442703.8958287816,-0.0027057143095158536
2024-05-02,1444178.4803205125,0.0011397098138129602
2024-05-03,1428734.828099573,-0.01058411985857835
2024-05-06,1432826.2154851505,0.002981170709854478
2024-05-07,1440399.8727075465,0.005441935222392039
2024-05-08,1438769.3972340336,-0.0009890746458648433
2024-05-09,1419154.7381708678,-0.013572699902173791
2024-05-10,1426016.1686137463,0.004938366669021709
2024-05-13,1433864.8394167244,0.005611538949485641
2024-05-14,1437829.3330634867,0.002846979905387986
2024-05-15,1435315.709265805,-0.0016997903370610623
2024-05-16,1446818.8595346776,0.008107069487422406
2024-05-17,1450350.8358104697,0.0025512556520792093
2024-05-18,1453780.1135316822,0.002434876157956725
2024-05-21,1448358.7650395506,-0.003692331790505348
2024-05-22,1457963.0300405072,0.006693485912506668
2024-05-23,1477488.8511628336,0.013488807928136014
2024-05-24,1477070.440960117,-0.00022815931701637644
2024-05-27,1476457.1421180244,-0.00037840748852637884
2024-05-28,1473982.2373630328,-0.001642978917774188
2024-05-29,1463717.4790177492,-0.00692389456330301
2024-05-30,1452854.7927570234,-0.007380688483915139
2024-05-31,1449132.742113542,-0.0024898348440173224
2024-06-03,1503884.522037259,0.03821199959987688
2024-06-04,1473116.0064597975,-0.019821152044949768
2024-06-05,1510299.9862620565,0.025497367878293955
2024-06-06,1525916.4216773184,0.010577532938674885
2024-06-07,1558798.1219166147,0.021702211466071493
2024-06-10,1558560.732241798,4.7665805486519185e-06
2024-06-11,1558817.720810126,0.00023654179981172645
2024-06-12,1559595.519982569,0.000549404470095607
2024-06-13,1566958.7159118333,0.004759980444700378
2024-06-14,1568760.6063048495,0.0012126477561093963
2024-06-18,1575309.5951435904,0.004279486127296315
2024-06-19,1573040.4556140166,-0.001316340723823198
2024-06-20,1574005.6476473191,0.0007167937565101463
2024-06-21,1564385.4104153279,-0.006021104343528953
2024-06-24,1571481.9280306983,0.00464660289916447
2024-06-25,1582494.927022019,0.007058074199425889
2024-06-26,1596790.5215882387,0.009121123440450447
2024-06-27,1617303.050978717,0.013010123669809345
2024-06-28,1614021.0663618324,-0.001865720368743701
2024-07-01,1627295.9203657913,0.008319902344100415
2024-07-02,1626961.909303985,-0.0001123262707840861
2024-07-03,1638194.427199847,0.007026020171715268
2024-07-04,1638262.9478132047,0.0001394642817478817
2024-07-05,1645833.8756877035,0.004752012092099861
2024-07-08,1647872.5581209222,0.0013451968804284366
2024-07-09,1667445.7737184907,0.01208883725341924
2024-07-10,1666189.3730090745,-0.0005960472364618886
2024-07-11,1667424.5698947934,0.0008118716785445372
2024-07-12,1696309.9918098226,0.01766653280491144
2024-07-15,1701111.1677823144,0.0031226018332958243
2024-07-16,1702803.2138588773,0.001125008136032286
2024-07-18,1721478.2425412924,0.011131677770622767
2024-07-19,1708893.2874730756,-0.00718667984698363
2024-07-22,1702296.6826720422,-0.0037389389067488754
2024-07-23,1727667.5916885664,0.01524751247612453
2024-07-24,1720020.745464319,-0.0042080161945476004
2024-07-25,1719057.4306515926,-0.0004024466892865209
2024-07-26,1753260.8422910494,0.020079873204315406
2024-07-29,1755126.998324389,0.0013256319772081743
2024-07-30,1751970.1088619633,-0.0016649449211381053
2024-07-31,1769456.7987892982,0.010210131139770384
2024-08-01,1768361.6034041909,-0.00041763430660690545
2024-08-02,1750227.551331928,-0.010186748382042076
2024-08-05,1715971.1701558284,-0.019492190947685607
2024-08-06,1714314.9895897869,-0.0008681220849804656
2024-08-07,1729863.3130434374,0.009123525378805484
2024-08-08,1713317.3670286692,-0.00949870385508287
2024-08-09,1727873.4389372817,0.008564249311188843
2024-08-12,1727162.8786098752,-0.00035935863730038125
2024-08-13,1718759.4521286034,-0.004814522145212079
2024-08-14,1722339.3484720301,0.002134710560401711
2024-08-16,1750963.660391173,0.016707466836121364
2024-08-19,1752376.2109875947,0.0008950988856757088
2024-08-20,1759993.804977131,0.004386226146560558
2024-08-21,1771081.6416717707,0.006340044934416025
2024-08-22,1774763.8634389194,0.002113774463935982
2024-08-23,1773951.2381873208,-0.0004240152915070661
2024-08-26,1781459.2479087554,0.004263679887708979
2024-08-27,1782382.383928655,0.0005555175427600363
2024-08-28,1786511.2747622433,0.00237202616498345
2024-08-29,1793835.608620766,0.0041578511459596686
2024-08-30,1801995.4145411386,0.004589312100837175
2024-09-02,1807222.68025792,0.0029489340476842457
2024-09-03,1807493.1228632485,0.00018414199646575417
2024-09-05,1806730.3023098956,-0.0003680467672997875
2024-09-06,1792452.0200831764,-0.007848437435159684
2024-09-09,1800102.9433094822,0.004323195240969821
2024-09-10,1810990.2746346141,0.006115385001578644
2024-09-11,1810130.112483338,-0.00041850114812977466
2024-09-12,1835148.683471522,0.013945805994535935
2024-09-13,1843478.4562196278,0.004631964725951979
2024-09-16,1841370.8174160817,-0.0010530898939750386
2024-09-17,1844406.1126071573,0.0016895562386974043
2024-09-18,1843590.8007089866,-0.0003193400153176599
2024-09-19,1855484.492642216,0.0065552105001096
2024-09-20,1882501.0744418348,0.014730297805074007
2024-09-23,1890331.8822116856,0.004324807500477014
2024-09-24,1884821.0067929286,-0.0028629330402541214
2024-09-25,1886540.3641981017,0.0009435433143927855
2024-09-26,1907551.1213024652,0.01123302354160096
2024-09-27,1906829.3911049396,-0.00029615319160396876
2024-09-30,1884536.1714500086,-0.011642910262348257
2024-10-01,1883423.2840185487,-0.0005618620808511814
2024-10-03,1843519.7666708024,-0.02114040020286101
2024-10-04,1829770.3772589162,-0.007375506596284198
2024-10-07,1815851.835295358,-0.007524920125724923
2024-10-08,1822699.1148784875,0.003815202480956877
2024-10-09,1823762.0221188255,0.0006550540670946202
2024-10-10,1822996.2904053289,-0.0003190654871225297
2024-10-11,1821470.2667238356,-0.000766038362498658
2024-10-14,1832986.4037140384,0.0063715941408012
2024-10-15,1827254.3120578516,-0.00306538671779131
2024-10-16,1818207.4953725853,-0.004904564553123188
2024-10-17,1804042.8188522488,-0.007747548531988517
2024-10-18,1817056.5385279325,0.007333574850511275
2024-10-21,1805055.4113665991,-0.0065058487990273944
2024-10-22,1791890.3136895483,-0.007238558808926189
2024-10-23,1791134.9651924174,-0.00035041428069673393
2024-10-24,1787196.4909177036,-0.0021297570281849343
2024-10-25,1781220.0494513034,-0.003272607915900196
2024-10-28,1795038.6614879307,0.00783965824592222
2024-10-29,1800335.065454958,0.003040235457189949
2024-10-30,1799668.0812838615,-0.000272950368752151
2024-10-31,1794195.0661606542,-0.0029334832055529962
2024-11-01,1796760.6583099705,0.001518276602339214
2024-11-04,1775600.2996012277,-0.011752363721483665
2024-11-05,1788679.5843228907,0.007465494235529885
2024-11-06,1814005.1815980545,0.014368839300999556
2024-11-07,1795698.534315378,-0.009951696032647341
2024-11-08,1795891.3172656794,0.0001680101289067825
2024-11-11,1791648.3262848912,-0.0023038799239407334
2024-11-12,1772301.2705532385,-0.010742172959724568
2024-11-13,1761705.5087739988,-0.0059455104372486784
2024-11-14,1754893.7614199752,-0.003828367700346163
2024-11-18,1748625.520013982,-0.0035208632262652625
2024-11-19,1749395.9639133564,0.0005122875736254911
2024-11-21,1742993.3543619723,-0.003594109060451099
2024-11-22,1789741.6960163598,0.026958993745996494
2024-11-25,1816606.7314077765,0.015144768178822005
2024-11-26,1812026.5572646472,-0.00238612520389101
2024-11-27,1813250.693074123,0.0007227720695361154
2024-11-28,1791804.7193025637,-0.011787346359800919
2024-11-29,1807241.511142294,0.008681873959034584
