Date,Portfolio_Value,Returns
2023-06-07,1000000.0,
2023-06-08,993057.2160140366,-0.006909488764336728
2023-06-09,989896.3073697969,-0.0031449258280076683
2023-06-12,991756.3180677323,0.0019242042057307212
2023-06-13,997692.2421093084,0.00603677797768358
2023-06-14,998735.0508094326,0.0010820394477050064
2023-06-15,995393.8260039673,-0.003311073173527197
2023-06-16,1000850.1108871131,0.005526486565242221
2023-06-19,998523.0177880097,-0.002262849468189479
2023-06-20,1000741.9355423505,0.0022902015319926977
2023-06-21,1000549.1983188055,-0.00014064966535471941
2023-06-22,995651.5988367457,-0.004838651070030614
2023-06-23,991018.7598116345,-0.004602112535846085
2023-06-26,993177.6621637963,0.002236742864386248
2023-06-27,999372.0059267863,0.006293248721761785
2023-06-28,1008503.5620893796,0.009195788088760506
2023-06-30,1020040.3874309303,0.01152679748669631
2023-07-03,1025507.7458401715,0.005463478591491847
2023-07-04,1035828.4323923732,0.01019724447848992
2023-07-05,1041748.4528265907,0.0058518548554684965
2023-07-06,1043357.1095015578,0.0016428545975401287
2023-07-07,1035858.81964283,-0.007154849248117517
2023-07-10,1035819.0244006196,4.242840269178547e-05
2023-07-11,1042713.6874001352,0.00676862203711299
2023-07-12,1040259.2919658313,-0.0022557453879600677
2023-07-13,1043874.4686760821,0.0035634000878814777
2023-07-14,1057052.6370703941,0.012808635358327818
2023-07-17,1064422.645575319,0.007179230066250205
2023-07-18,1066682.0075365484,0.002260897832846992
2023-07-19,1072551.7703034065,0.005642341861929533
2023-07-20,1077923.9107909382,0.005142342579963424
2023-07-21,1073562.6515671867,-0.003871430611011695
2023-07-24,1068695.0231535798,-0.004390882012742564
2023-07-25,1065865.3544542585,-0.002570529329395062
2023-07-26,1073201.5523511511,0.007018033094377564
2023-07-27,1070783.9741805734,-0.002142639053016411
2023-07-31,1071790.2679573088,0.001002533148864722
2023-08-01,1070942.3112326753,-0.0007394950391159578
2023-08-02,1061772.5621972424,-0.008521834428474017
2023-08-03,1052326.9763725945,-0.008843881291762138
2023-08-04,1058031.1182187689,0.005493884006858296
2023-08-07,1062409.4433164643,0.00420085064893044
2023-08-08,1062101.9184800265,-0.00024338398613601937
2023-08-09,1062308.8354482285,0.00023604192553336792
2023-08-10,1056502.024659027,-0.005429563924160404
2023-08-11,1050057.3632347418,-0.006051969980031876
2023-08-14,1050506.646818603,0.0004758937670740677
2023-08-16,1055024.1028383253,0.004354487339038241
2023-08-17,1050472.9394615642,-0.0042578153549128585
2023-08-18,1046961.1256075569,-0.0033005853272006077
2023-08-21,1054598.1677319275,0.007336997468467686
2023-08-22,1056006.1784832908,0.0013865443381272592
2023-08-23,1060354.8107666685,0.004163459047805176
2023-08-24,1060351.5092529652,4.751057604422584e-05
2023-08-25,1055100.3065310125,-0.0048998374901963486
2023-08-28,1058377.8459888045,0.0031698229175533272
2023-08-29,1059134.5125117295,0.0007718249543100491
2023-08-30,1059561.2254913175,0.0004409398804737887
2023-08-31,1057620.2135033717,-0.001756400199758465
2023-09-01,1064725.664356563,0.006795115707024206
2023-09-04,1071694.4587010576,0.006663044968154698
2023-09-05,1074308.4239138623,0.0025336269926722324
2023-09-06,1077268.9715051523,0.002804601568629989
2023-09-07,1083454.9957387384,0.005846080672378466
2023-09-08,1086303.7816804908,0.002707462226810844
2023-09-11,1095709.5915871018,0.008709558432807428
2023-09-12,1099670.839482894,0.003666823592892959
2023-09-13,1105550.1717046862,0.005414376402495176
2023-09-14,1106390.2589379975,0.0008029416754520508
2023-09-15,1108662.0546954765,0.0020909696042312885
2023-09-18,1108775.0886122906,0.00017116487023222126
2023-09-20,1101090.8577221371,-0.006875825556824575
2023-09-21,1094398.3157584677,-0.006027124801214465
2023-09-22,1093877.551339216,-0.00041916647775688506
2023-09-25,1097158.2743934332,0.003096522435363884
2023-09-26,1096990.7238188488,-7.44470330035817e-05
2023-09-27,1101038.326814399,0.0037508763485651605
2023-09-28,1091112.4288218676,-0.008969641233386678
2023-09-29,1094380.6678405884,0.003046149895639425
2023-10-03,1092846.0991423693,-0.0013304333211517114
2023-10-04,1089009.4099698889,-0.0034096240558381856
2023-10-05,1096039.0105597998,0.006534033177152238
2023-10-06,1104293.710755773,0.007635095849660945
2023-10-09,1095866.1749966957,-0.007541124621600698
2023-10-10,1105887.440960121,0.009199322163101483
2023-10-11,1115016.0344268735,0.008336929114994965
2023-10-12,1112763.8433526007,-0.0019561324568790435
2023-10-13,1111118.5476380086,-0.0014117134017131172
2023-10-16,1107566.5245129638,-0.003125230510456639
2023-10-17,1112140.0816109332,0.004171432720581584
2023-10-18,1104842.034300805,-0.00652418114575634
2023-10-19,1103948.007037276,-0.0007295764093074
2023-10-20,1100337.38436256,-0.0031936235162810973
2023-10-23,1086653.9924823323,-0.012376159940213103
2023-10-25,1079705.6906097506,-0.006359971348315514
2023-10-26,1063230.225207447,-0.015210229665643813
2023-10-27,1075421.0130444854,0.011539109141913929
2023-10-30,1080462.74789396,0.00479774448240701
2023-10-31,1078631.332640351,-0.0016279569784396824
2023-11-01,1073824.8071692334,-0.004386106370676372
2023-11-02,1082940.8709326016,0.008546555864661859
2023-11-03,1087722.08701078,0.004455153704636531
2023-11-07,1098881.5115059926,0.010310891882812125
2023-11-08,1101248.053854542,0.0022090517362264284
2023-11-09,1097354.4220756365,-0.003501128002052057
2023-11-10,1099358.4749728828,0.0018534476310848357
2023-11-12,1103575.6753425985,0.0038595615300751887
2023-11-13,1097725.1380091642,-0.005278399298741965
2023-11-15,1109568.0307813776,0.01084463723496504
2023-11-16,1114974.5148925309,0.004911859293996372
2023-11-17,1111844.7972624644,-0.0027455908174230294
2023-11-20,1110804.7609905093,-0.00089326240887603
2023-11-21,1114279.978039523,0.0031537522630811984
2023-11-22,1116263.0032606872,0.0018098537825297007
2023-11-23,1114626.0331606243,-0.0014326917249645277
2023-11-24,1111681.2391732363,-0.0026089381939998213
2023-11-28,1117004.1255648343,0.004823540608101148
2023-11-29,1127055.2529553191,0.009060497628401191
2023-11-30,1133506.4492092365,0.005803324352822705
2023-12-01,1142428.9767489538,0.00796840248786066
2023-12-04,1165854.76684635,0.020668866276166813
2023-12-05,1171353.5503408555,0.004819490318987646
2023-12-06,1179445.5615138223,0.007010874190440356
2023-12-07,1178023.037867443,-0.0011352232941519436
2023-12-08,1181219.1880729676,0.0027642549720194223
2023-12-11,1183283.7461346383,0.001803720102661816
2023-12-12,1178889.6357559082,-0.003658153188948024
2023-12-13,1179655.1913098434,0.0007221383008717964
2023-12-14,1196285.6706196328,0.014267093198841006
2023-12-15,1215789.8014925197,0.01652050499009121
2023-12-18,1214389.5951861737,-0.0009367823527405312
2023-12-19,1220487.3533424877,0.005115203106287547
2023-12-20,1202797.0994607538,-0.014407548373162004
2023-12-21,1210034.755518382,0.006069048340188159
2023-12-22,1224221.7812955496,0.011929987883675984
2023-12-26,1231239.8242216266,0.005858730420425028
2023-12-27,1244713.8483227042,0.011077725888051993
2023-12-28,1250461.0555837837,0.004720004284282186
2023-12-29,1249137.8080044172,-0.0009913124880129862
2024-01-01,1248918.8545369706,-0.00013407275688495472
2024-01-02,1247308.5219757862,-0.001218213131227728
2024-01-03,1241302.7403524215,-0.004742443714716672
2024-01-04,1253309.6559339343,0.009885528770885313
2024-01-05,1256179.0745723045,0.002485422734689203
2024-01-08,1244770.7252923055,-0.008995390460461966
2024-01-09,1246222.6797698129,0.0012240596719160764
2024-01-10,1247571.6906832429,0.001161377320207226
2024-01-11,1247857.175968347,0.0003135488883523269
2024-01-12,1269818.2048183065,0.017885010239446907
2024-01-15,1287035.747950292,0.013729063393475122
2024-01-16,1284439.754625678,-0.0018469795910023247
2024-01-17,1268026.4064083796,-0.012662232581776258
2024-01-18,1266513.9864398392,-0.0010826871093846857
2024-01-19,1279876.8680503767,0.010703032852007908
2024-01-20,1273879.3332676797,-0.004525782242414415
2024-01-23,1263520.1827751289,-0.007951541224198179
2024-01-24,1274768.4496681856,0.009071202732684917
2024-01-25,1265589.6810611608,-0.007078775740105023
2024-01-29,1290550.7179305186,0.0199921760272376
2024-01-30,1276228.4666554264,-0.010823064473460164
2024-01-31,1289200.920356148,0.010394402661033685
2024-02-01,1290296.257724234,0.0010375221886732384
2024-02-02,1299891.8502734748,0.0076516292631992125
2024-02-05,1289454.0845659422,-0.007836994847018603
2024-02-06,1309926.8060049806,0.016206049101663827
2024-02-07,1318451.0526067484,0.006807305461071774
2024-02-08,1308254.7041242493,-0.007527055108826222
2024-02-09,1318930.2097678895,0.00829458525861294
2024-02-12,1311442.4650762232,-0.00550600494803803
2024-02-13,1321316.3783780818,0.0076559784408403025
2024-02-14,1332907.821819722,0.008925269982115095
2024-02-16,1349555.3177840433,0.012702907101633906
2024-02-19,1355983.1422196496,0.004948914967164426
2024-02-20,1362756.2118124843,0.005133548099610807
2024-02-21,1353792.7508348953,-0.006486485116588076
2024-02-22,1367113.964832186,0.01003382530771655
2024-02-23,1365543.8141103177,-0.0009591472211867465
2024-02-26,1357983.8574904867,-0.005492028955191063
2024-02-27,1362556.5382652474,0.0034291494523046753
2024-02-28,1348476.832118994,-0.010288117551661386
2024-02-29,1356555.1574570823,0.006053859514750853
2024-03-01,1379041.8171260154,0.016820333077060847
2024-03-02,1380168.9210238594,0.0010716843333702622
2024-03-04,1378529.489927914,-0.0011647981595533437
2024-03-05,1374977.9796744399,-0.0024841250332765775
2024-03-06,1386078.640278902,0.008212433935693137
2024-03-07,1389866.4997568643,0.0029478549768418723
2024-03-11,1382905.1408101402,-0.0048988825942696355
2024-03-12,1383189.9446427217,0.0002798423253545673
2024-03-13,1374936.0346501204,-0.005844377934949631
2024-03-14,1387627.489262224,0.009427120689297392
2024-03-15,1382450.0557841081,-0.0035768648460571496
2024-03-18,1382926.8808789845,0.00045586448765154506
2024-03-19,1367931.864115493,-0.010783633635659706
2024-03-20,1375971.3483199044,0.005948945503741721
2024-03-21,1382064.1635424963,0.004493786708983827
2024-03-22,1391790.8601463968,0.007186508311395333
2024-03-26,1387998.483374626,-0.0025985995651191473
2024-03-27,1397244.3188477324,0.006766390169224288
2024-03-28,1412748.649553801,0.011210662694440682
2024-04-01,1417705.4014223388,0.0036300756503954605
2024-04-02,1414655.4894285921,-0.0021136295871486614
2024-04-03,1413676.3535267243,-0.0006061846658947923
2024-04-04,1420706.0641989273,0.00506498865831819
