,ASIANPAINT,AXISBANK,BAJFINANCE,BHARTIARTL,HDFCBANK,HINDUNILVR,ICICIBANK,INFY,ITC,KOTAKBANK,LT,MARUTI,NESTLEIND,RELIANCE,SBIN,SUNPHARMA,TCS,TITAN,ULTRACEMCO,WIPRO
2023-06-07,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2023-06-08,0.050057053565979004,0.05016050487756729,0.049825381487607956,0.05033894255757332,0.051984455436468124,0.04922578111290932,0.05202304199337959,0.04984642192721367,0.04995972663164139,0.046675968915224075,0.0505046509206295,0.04989270493388176,0.04998364672064781,0.05072744935750961,0.05106757953763008,0.04802853614091873,0.048806894570589066,0.05016084387898445,0.0500047504901886,0.050725582987070084
2023-06-09,0.05035199597477913,0.05541833117604256,0.04762988165020943,0.051131028681993484,0.04911413788795471,0.04788031056523323,0.05082114040851593,0.04874870181083679,0.046793222427368164,0.05154208838939667,0.05250620096921921,0.047726113349199295,0.05082451552152634,0.04900024086236954,0.04742579907178879,0.04923924058675766,0.04997546970844269,0.052226100116968155,0.05269352346658707,0.048951949924230576
2023-06-12,0.049960214644670486,0.05165504664182663,0.048549067229032516,0.049579646438360214,0.05056284740567207,0.051264919340610504,0.05085055157542229,0.05101858079433441,0.04923034459352493,0.046920232474803925,0.04913761466741562,0.04842707887291908,0.05113455280661583,0.0495857298374176,0.049819763749837875,0.04926450923085213,0.05156036838889122,0.05018288269639015,0.050706662237644196,0.0505894273519516
2023-06-13,0.05649828910827637,0.05286846309900284,0.05129573494195938,0.049165986478328705,0.048758529126644135,0.04846838489174843,0.04988399147987366,0.048779044300317764,0.05373859405517578,0.04710694029927254,0.04937949776649475,0.049468833953142166,0.050387732684612274,0.05008617416024208,0.04945234954357147,0.04916292056441307,0.04813559353351593,0.04973936453461647,0.04997026175260544,0.047653328627347946
2023-06-14,0.04783405736088753,0.04764176160097122,0.05057438462972641,0.05007052421569824,0.04854956641793251,0.05041111260652542,0.0506012924015522,0.051555849611759186,0.050614193081855774,0.049078840762376785,0.049107130616903305,0.0503433421254158,0.04814411327242851,0.05251616984605789,0.051048193126916885,0.04898408427834511,0.05153592675924301,0.04954332113265991,0.05109497904777527,0.05075116455554962
2023-06-15,0.049492571502923965,0.05063245818018913,0.049782656133174896,0.05010180547833443,0.04670209437608719,0.05112142115831375,0.04973527789115906,0.04997499659657478,0.05036972463130951,0.04631299898028374,0.0512106753885746,0.05031675472855568,0.05238564312458038,0.0516674667596817,0.048668745905160904,0.05009028688073158,0.05031344294548035,0.05116919428110123,0.05278933793306351,0.0471624992787838
2023-06-16,0.050545357167720795,0.05099910870194435,0.05114496126770973,0.05302559211850166,0.049506839364767075,0.05199452117085457,0.04870137944817543,0.0492778941988945,0.052191246300935745,0.047915179282426834,0.052171606570482254,0.04827188700437546,0.05126813054084778,0.055458441376686096,0.04777467995882034,0.04952080920338631,0.046889856457710266,0.05058945715427399,0.04833385348320007,0.04441922530531883
2023-06-19,0.05056619644165039,0.04599800333380699,0.07994402199983597,0.04801884666085243,0.0518643856048584,0.04675839841365814,0.04719424247741699,0.047633931040763855,0.04845064505934715,0.04292648285627365,0.049341924488544464,0.050376325845718384,0.04925427585840225,0.04716052487492561,0.047769952565431595,0.048483606427907944,0.04699448496103287,0.052171774208545685,0.04960048571228981,0.04949150234460831
2023-06-20,0.05265498533844948,0.04904191195964813,0.046891819685697556,0.051600199192762375,0.04938628152012825,0.0509156659245491,0.05165480077266693,0.05145123600959778,0.04917209967970848,0.04861809313297272,0.04959256947040558,0.04990803822875023,0.05086394399404526,0.0520002581179142,0.04968568682670593,0.04896177724003792,0.04966090992093086,0.05108547955751419,0.04865908995270729,0.04819502308964729
2023-06-21,0.050676047801971436,0.04995550587773323,0.047750480473041534,0.050532445311546326,0.050002582371234894,0.0505218431353569,0.051611293107271194,0.04924629628658295,0.04775791987776756,0.050072912126779556,0.05061155557632446,0.050166111439466476,0.04936502128839493,0.04953490197658539,0.051260050386190414,0.04963061586022377,0.05020609870553017,0.048679061233997345,0.05062738433480263,0.05179181694984436
2023-06-22,0.04952715337276459,0.04866022616624832,0.04863733798265457,0.053797148168087006,0.056364305317401886,0.04555390402674675,0.050905101001262665,0.049078360199928284,0.05078638345003128,0.04725802317261696,0.052015721797943115,0.05070463940501213,0.050329916179180145,0.048598386347293854,0.04816131293773651,0.05155802145600319,0.050345245748758316,0.05284139886498451,0.046924836933612823,0.04795251786708832
2023-06-23,0.0531400702893734,0.049222227185964584,0.04745258763432503,0.05354456976056099,0.0490364171564579,0.05296133831143379,0.05255231261253357,0.04842545837163925,0.05336911976337433,0.0486401803791523,0.051483117043972015,0.04916182532906532,0.048819154500961304,0.0500619150698185,0.049903206527233124,0.04772049933671951,0.047984231263399124,0.04875234514474869,0.047930750995874405,0.049838658422231674
2023-06-26,0.04905754327774048,0.050949517637491226,0.05051032826304436,0.05161053687334061,0.04838411882519722,0.04691289737820625,0.04895864427089691,0.046748608350753784,0.04988866299390793,0.04756169766187668,0.04968569427728653,0.05464179068803787,0.04869144782423973,0.051386166363954544,0.0511830598115921,0.04926251992583275,0.05075938627123833,0.05560361593961716,0.05078833922743797,0.047415390610694885
2023-06-27,0.050149302929639816,0.04957607015967369,0.048652973026037216,0.0510907806456089,0.052251555025577545,0.04883500561118126,0.04947531595826149,0.049526091665029526,0.050083570182323456,0.049730606377124786,0.04903790354728699,0.05009965971112251,0.05100628361105919,0.04857802763581276,0.049618810415267944,0.05194654315710068,0.048418741673231125,0.04880010709166527,0.0516754686832428,0.051447153091430664
2023-06-28,0.05011334270238876,0.050719935446977615,0.04755932837724686,0.04856818541884422,0.05181945115327835,0.0501934252679348,0.04924800619482994,0.04928150400519371,0.049643900245428085,0.05177251622080803,0.05073081701993942,0.050877634435892105,0.04891964793205261,0.04971073567867279,0.049192942678928375,0.05257237330079079,0.047994762659072876,0.05367209389805794,0.05013351887464523,0.047275859862565994
2023-06-30,0.048771753907203674,0.04828284680843353,0.05021510645747185,0.049759842455387115,0.04924454540014267,0.048765745013952255,0.04790141060948372,0.05765565484762192,0.05050539970397949,0.04893181473016739,0.048548996448516846,0.052674904465675354,0.049651045352220535,0.05022048577666283,0.050448738038539886,0.05037490278482437,0.05054779350757599,0.04950333014130592,0.047672633081674576,0.05032305791974068
