Date,Portfolio_Value,Returns
2023-06-07,1000000.0,
2023-06-08,993006.6984777313,-0.006977791729106396
2023-06-09,989756.0446625578,-0.003231173384993463
2023-06-12,991471.6891730699,0.001768855383381497
2023-06-13,997390.4804904417,0.006003657221301586
2023-06-14,998287.5536028217,0.0009410931863810167
2023-06-15,994843.7535581281,-0.003417382908957797
2023-06-16,1000277.6131099707,0.005497141076503657
2023-06-19,998328.0215057677,-0.0018664350274979365
2023-06-20,1000500.2255400972,0.0022544873737039032
2023-06-21,1000170.2753976749,-0.00030283742381347756
2023-06-22,995162.1449867168,-0.004961921338549918
2023-06-23,990400.5608414479,-0.004738148161029411
2023-06-26,992591.5693998319,0.0022660351583107803
2023-06-27,998608.8731774468,0.006107129326956167
2023-06-28,1007790.2653465852,0.00922147364772663
2023-06-30,1018823.2494651794,0.010993653669629481
2023-07-03,1024020.2192457686,0.005142248573395866
2023-07-04,1032369.8817475461,0.008227236765647412
2023-07-05,1037682.198579108,0.005235017452271112
2023-07-06,1039456.1666257016,0.0017633366260315616
2023-07-07,1031916.138159934,-0.007233315567108538
2023-07-10,1032632.5215192465,0.0008060468918924877
2023-07-11,1039162.8512911627,0.006424807150201861
2023-07-12,1036691.649665782,-0.002315053998013653
2023-07-13,1040477.8564494556,0.0037526583871264505
2023-07-14,1053282.9377363105,0.012459584671761632
2023-07-17,1060561.3417930284,0.007138922197560734
2023-07-18,1061283.1563814841,0.0007779068105256686
2023-07-19,1067045.2825780888,0.0054865329385672835
2023-07-20,1072267.8592704707,0.0049725923860730655
2023-07-21,1067331.085039096,-0.004488757243244534
2023-07-24,1062795.5979938742,-0.004142320786760374
2023-07-25,1059887.107586228,-0.002661740465690444
2023-07-26,1068263.0088354154,0.008084891650744379
2023-07-27,1066305.0310501342,-0.0016688590616349332
2023-07-31,1067206.7052356466,0.0009366057738839106
2023-08-01,1066427.6314866352,-0.0006795389656190272
2023-08-02,1057281.493875913,-0.008544724070639421
2023-08-03,1047856.3325232902,-0.008867225645231066
2023-08-04,1053896.9228057768,0.005847887029349539
2023-08-07,1058254.9418261612,0.004222648816258767
2023-08-08,1057916.6581008914,-0.0002770885662835093
2023-08-09,1058069.8043508362,0.00017539128883365616
2023-08-10,1052347.1937331217,-0.005382838049587531
2023-08-11,1045810.9894339452,-0.006178258540492381
2023-08-14,1046286.6876050107,0.000494234087024275
2023-08-16,1050736.3572929318,0.004303811535637204
2023-08-17,1046346.4546122024,-0.004116362292664416
2023-08-18,1042904.3682212065,-0.003241352385972485
2023-08-21,1050505.8795253583,0.00732796410705863
2023-08-22,1051992.2041723488,0.0014525351578863236
2023-08-23,1056226.7673001844,0.004069709305153266
2023-08-24,1056158.6018411047,-3.244253265184238e-05
2023-08-25,1050670.781706294,-0.005158596216490381
2023-08-28,1053722.6792974544,0.0029310302090785126
2023-08-29,1054410.092911325,0.0006736818903566619
2023-08-30,1054937.3892910655,0.0005283624341753824
2023-08-31,1053237.3569132725,-0.0015544903074763933
2023-09-01,1060163.949963248,0.006617118016953377
2023-09-04,1068390.2395961315,0.00790645460189741
2023-09-05,1070843.8923097441,0.0024390451877288406
2023-09-06,1073580.5238182987,0.0025864502753974866
2023-09-07,1080667.0426287693,0.006730731238601996
2023-09-08,1083421.4648354615,0.0026590166592892622
2023-09-11,1092685.6988979192,0.00857985783449097
2023-09-12,1096780.5315545835,0.003793772197181825
2023-09-13,1102208.6816608415,0.004996953816290337
2023-09-14,1102985.740123854,0.0007240011186246959
2023-09-15,1105113.8463945915,0.00195535664905223
2023-09-18,1104721.9178387127,-0.00032407047051607953
2023-09-20,1097062.2012205648,-0.006900067529064911
2023-09-21,1090193.3862363964,-0.006223295345058308
2023-09-22,1089531.6378796345,-0.0005553987136359569
2023-09-25,1094256.0975265147,0.004489217735906182
2023-09-26,1093888.6297572937,-0.00020068149035577874
2023-09-27,1097759.150921811,0.0035722376377937907
2023-09-28,1088295.881373913,-0.008560427818741308
2023-09-29,1091626.605637967,0.003124486411068272
2023-10-03,1090475.3789603887,-0.0009644331110321288
2023-10-04,1087670.0972419656,-0.0024334283336319333
2023-10-05,1094981.3256703112,0.006849712475830102
2023-10-06,1105631.6674433101,0.009968997714470804
2023-10-09,1096971.5347161023,-0.007608600347449219
2023-10-10,1106993.1766619424,0.009185181023313307
2023-10-11,1115587.2786500421,0.007815978161395103
2023-10-12,1113241.735195513,-0.0020482667264303846
2023-10-13,1111718.0850332156,-0.0013151125237105866
2023-10-16,1108196.0116454223,-0.0031081817447718508
2023-10-17,1112663.6427494732,0.004062080575808429
2023-10-18,1105368.2116689861,-0.006519152559307556
2023-10-19,1106489.658533768,0.001182078518549862
2023-10-20,1103156.380414103,-0.0029126525805860705
2023-10-23,1089519.9683629754,-0.012266807818668853
2023-10-25,1082774.6082853444,-0.006149992583455777
2023-10-26,1066882.3613799403,-0.01460164558704629
2023-10-27,1079557.7583985191,0.012001125887314047
2023-10-30,1084553.093745807,0.004788714484309755
2023-10-31,1082888.6826437414,-0.0014739692528138698
2023-11-01,1078595.860881915,-0.0038878063688372448
2023-11-02,1087724.3675870867,0.008527482696081837
2023-11-03,1092467.5598443893,0.004399205160052857
2023-11-07,1104302.8336928224,0.010922760298723595
2023-11-08,1106485.0945701273,0.002065483466123465
2023-11-09,1102550.5209127541,-0.003524392872836445
2023-11-10,1104491.4950683343,0.0017858322021942659
2023-11-12,1108765.4597984515,0.0038870422155646124
2023-11-13,1102875.2938326322,-0.005296754330276297
2023-11-15,1114757.1397443626,0.010808109382483406
2023-11-16,1120114.8884303328,0.004856172993750777
2023-11-17,1116787.5973770078,-0.002915093999970269
2023-11-20,1115693.6304590523,-0.0009502571963017812
2023-11-21,1119108.5947823543,0.0030833419727815522
2023-11-22,1120960.1014566298,0.0016678478860637034
2023-11-23,1119258.400009035,-0.0014946049857009625
2023-11-24,1116318.7754074237,-0.0025932352076234217
2023-11-28,1121396.4109275555,0.004574520219693267
2023-11-29,1132090.3442710524,0.009616142390425714
2023-11-30,1138213.3898009504,0.005486955625048437
2023-12-01,1146704.6331485673,0.007522510199610439
2023-12-04,1169275.1944890677,0.0198061789082564
2023-12-05,1174544.9645934135,0.004594789579728736
2023-12-06,1181920.031275431,0.00631613714869198
2023-12-07,1180513.2147473225,-0.0011513059200779806
2023-12-08,1183473.6247839867,0.002532922250480233
2023-12-11,1185958.6457585287,0.002159962542908538
2023-12-12,1181031.5977124274,-0.004109400293455989
2023-12-13,1181792.9480504326,0.000676181217778856
2023-12-14,1197576.7410917415,0.013474394068137406
2023-12-15,1215703.787505724,0.015303229976325064
2023-12-18,1214304.6199138921,-0.0009095707397917053
2023-12-19,1219933.1450141335,0.004707867221905755
2023-12-20,1202274.2891328062,-0.014397121505816872
2023-12-21,1209486.990580295,0.006034547124378299
2023-12-22,1224001.6686402243,0.012210877871765146
2023-12-26,1231011.681696453,0.005846979525522721
2023-12-27,1245554.3118777254,0.011976206414706033
2023-12-28,1251232.5208199003,0.004699602323186535
