episode,reward,length
0,-12.235659909231074,252
1,2.2089692050130503,252
2,2.7357513100470254,252
3,6.311226018487906,252
4,13.633221900651588,252
5,-3.2975447924709727,252
6,-4.92110974313438,252
7,0.4963337273601794,252
8,39.99812780870242,252
9,-19.635673397477614,252
10,-2.467446955026403,252
11,-19.739611883035558,252
12,7.7490397746735304,252
13,-3.7392089914374074,252
14,9.81669327372506,252
15,-15.763623579594361,252
16,-5.125819068888254,252
17,1.4539153811966854,252
18,0.444564985707254,252
19,46.88873860093061,252
20,33.33916544002007,252
21,-23.16206855127648,252
22,-26.504517815320867,252
23,5.306337714552562,252
24,21.267600515924883,252
25,-11.089606085362199,252
26,22.083553034536155,252
27,20.14373823740298,252
28,-26.357960535989484,252
29,9.316405046156554,252
30,16.75708105377201,252
31,6.428206496431216,252
32,8.807274475886233,252
33,-46.18932280929512,252
34,-8.329730574867408,252
35,-14.722192248161651,252
36,-5.921401102362552,252
37,1.8691095073538067,252
38,37.56480266581041,252
39,-11.842950688626754,252
40,-4.325716734446464,252
41,35.436014936176036,252
42,8.111427906135065,252
43,-27.506739949082494,252
44,-9.293656909811371,252
45,-6.278695674275448,252
46,-14.738993766044047,252
47,-1.9880157418726867,252
48,29.862641891227252,252
49,-8.372043455039815,252
50,-6.677224289200883,252
51,-17.94555096524808,252
52,14.425504399822941,252
53,-5.938667449702998,252
54,-13.452069744264325,252
55,32.33053461154291,252
56,-18.701839710186952,252
57,-11.608125534614436,252
58,-12.27481093056538,252
59,-2.2140689510779747,252
60,-2.082240735708476,252
61,32.24893765272165,252
62,5.386410662206965,252
63,-8.89133655875465,252
64,-18.030007711711566,252
65,25.14932073626164,252
66,2.450629866857802,252
67,-10.430674464680916,252
68,7.9906530450432065,252
69,-13.613120850401632,252
70,17.996019279590076,252
71,-4.112852722567364,252
72,11.868375288953693,252
73,-7.515185159310845,252
74,-15.906451707371014,252
75,21.57414720505877,252
76,12.947921656490582,252
77,7.449964312010464,252
78,6.052041966562219,252
79,-37.71089528051095,252
80,10.918508199569905,252
81,-25.210663104150342,252
82,-23.501610857438127,252
83,23.894467873171923,252
84,-12.951200397189485,252
85,28.832261316976453,252
86,-30.23271338437505,252
87,-5.930889713562772,252
88,-20.446744557000464,252
89,19.065053373400826,252
90,34.59615178772653,252
91,-11.728001471947827,252
92,8.622724672566171,252
93,-18.34545130458827,252
94,-6.784557755002852,252
95,-7.970744848640722,252
96,10.209560572806831,252
97,18.92092852119035,252
98,1.8859178374769767,252
99,0.6281923366952271,252
100,5.899815166949538,252
101,11.755196416865841,252
102,-21.671739041680233,252
103,-24.327106329939053,252
104,-14.320848607791637,252
105,9.272889034310479,252
106,15.89535345454302,252
107,-9.774612264473342,252
108,8.123577502790793,252
109,21.96063158426825,252
110,-24.94308016206874,252
111,12.82698726065711,252
112,-16.185939218653914,252
113,27.4440928692614,252
114,11.675108527276427,252
115,7.030854057182179,252
116,-14.605824292118196,252
117,-19.52274264009511,252
118,10.725799383301723,252
119,-7.521345862311921,252
120,-19.93324917167657,252
121,-21.784310740410167,252
122,-3.9447627789675264,252
123,-3.051230821163999,252
124,21.574892742123055,252
125,-13.880427159881764,252
126,19.620499505518406,252
127,-0.3871240390697135,252
128,-12.184824729058862,252
129,15.96341155993361,252
130,-21.297080042581122,252
131,24.548842143510146,252
132,-20.180479838488427,252
133,-13.577222720475529,252
134,-21.724077946050723,252
135,-10.303442757046763,252
136,7.725208739795904,252
137,3.336915873314939,252
138,-8.247979645206048,252
139,27.979432399758814,252
140,7.170499909927665,252
141,21.45136298207278,252
142,-34.658986215273146,252
143,8.800067909553094,252
144,-13.26632046264627,252
145,-16.59739731153847,252
146,25.73832578657465,252
147,-11.591944595446297,252
148,-3.615236987819963,252
149,20.081087548522852,252
150,-26.979430319102164,252
151,-1.0027943722241155,252
152,-7.030294752500446,252
153,25.445140194495078,252
154,24.52796139794019,252
155,-28.235346794702757,252
156,-12.04820417074526,252
157,10.877547327452042,252
158,-19.267992270634803,252
159,1.5111626758788808,252
160,-13.275300401080633,252
161,-6.364743278867413,252
162,10.797567026614145,252
163,7.010792565505756,252
164,22.899822610108572,252
165,5.173123041887832,252
166,-15.267835010810021,252
167,-7.777474298961847,252
168,-8.497477042163986,252
169,-14.258305504320866,252
170,42.05051467931583,252
171,-5.58999236808004,252
172,-9.341551877106282,252
173,21.03812022219433,252
174,19.240869967726628,252
175,-27.25375046159694,252
176,-1.1144140986994773,252
177,-14.233811968349205,252
178,-14.02376285522997,252
179,26.784511851902305,252
180,-18.287730079646803,252
181,4.207382475408541,252
182,-15.741913745915687,252
183,-12.254381633184972,252
184,-2.1596102386551985,252
185,15.058290990230505,252
186,-6.130101134675035,252
187,4.8528110727096925,252
188,-8.253941638564616,252
189,5.378546159528647,252
190,-6.855739940979811,252
191,0.19318203584838156,252
192,-6.182413895145885,252
193,7.614445232943738,252
194,22.37075774028287,252
195,-11.684348976902614,252
196,-6.257504606423927,252
197,16.10210619341677,252
198,-12.558773727260812,252
199,16.938514227245747,252
