,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,UPL,WIPRO
2023-06-21,0.021777860820293427,0.022339554503560066,0.022098777815699577,0.021908162161707878,0.021966470405459404,0.022062327712774277,0.02211504802107811,0.02237960323691368,0.022192617878317833,0.022144479677081108,0.02252187393605709,0.02217201516032219,0.02241445891559124,0.021921617910265923,0.022501735016703606,0.022094815969467163,0.022205177694559097,0.022145481780171394,0.022597935050725937,0.022039983421564102,0.022211361676454544,0.022251661866903305,0.02233273535966873,0.02259000577032566,0.022024549543857574,0.02198958955705166,0.022496141493320465,0.022308839485049248,0.022122541442513466,0.02192138321697712,0.021975304931402206,0.02213587798178196,0.021957963705062866,0.022599028423428535,0.021929234266281128,0.02259083464741707,0.022169701755046844,0.022353338077664375,0.02216397598385811,0.02195080555975437,0.022400042042136192,0.022562852129340172,0.02238822728395462,0.022439921274781227,0.02253405563533306
2023-06-22,0.021751495078206062,0.02193976752460003,0.022004317492246628,0.022300023585557938,0.021932994946837425,0.021431080996990204,0.022136492654681206,0.022119741886854172,0.022062039002776146,0.021998830139636993,0.023082619532942772,0.02233453094959259,0.022349925711750984,0.022125933319330215,0.02184305340051651,0.02196791023015976,0.022549020126461983,0.023854201659560204,0.022176355123519897,0.021961824968457222,0.022703923285007477,0.022538669407367706,0.022470245137810707,0.02230405993759632,0.02219591848552227,0.022144131362438202,0.022457776591181755,0.02207045443356037,0.02238631621003151,0.021487686783075333,0.022123927250504494,0.02240731567144394,0.022685743868350983,0.02209833823144436,0.022180939093232155,0.022678585723042488,0.02225065976381302,0.02234523557126522,0.02145770750939846,0.02187626250088215,0.022179288789629936,0.022784443572163582,0.02200702205300331,0.02189253456890583,0.022350698709487915
2023-06-23,0.021825401112437248,0.022008787840604782,0.022434107959270477,0.022134190425276756,0.022046273574233055,0.021868979558348656,0.02174863964319229,0.022081410512328148,0.022256307303905487,0.022133206948637962,0.022707022726535797,0.022170111536979675,0.02236155979335308,0.02237899787724018,0.022325901314616203,0.0220045056194067,0.022632919251918793,0.02282050997018814,0.022645490244030952,0.022548474371433258,0.022348739206790924,0.022462958469986916,0.021886778995394707,0.022205373272299767,0.022289805114269257,0.022318899631500244,0.021877741441130638,0.02190135046839714,0.022336047142744064,0.022442806512117386,0.02199084311723709,0.02186286263167858,0.02205234207212925,0.022228935733437538,0.022024288773536682,0.022360896691679955,0.022204816341400146,0.022463813424110413,0.021969929337501526,0.022355487570166588,0.022483693435788155,0.022362900897860527,0.021978849545121193,0.02193913236260414,0.022517891600728035
2023-06-26,0.022343119606375694,0.02204749919474125,0.022370342165231705,0.021699300035834312,0.022205248475074768,0.02237432636320591,0.022312460467219353,0.022015515714883804,0.02243128791451454,0.02227102406322956,0.022617807611823082,0.02166593261063099,0.02242717705667019,0.022005407139658928,0.022116893902420998,0.022176463156938553,0.02233211137354374,0.02230232208967209,0.02196294255554676,0.022241760045289993,0.02229553833603859,0.02229437045753002,0.021784178912639618,0.0224160049110651,0.022226758301258087,0.022536516189575195,0.02276303991675377,0.022323349490761757,0.022148584946990013,0.02217276580631733,0.022342242300510406,0.02205878309905529,0.022111520171165466,0.02178197354078293,0.022261064499616623,0.022382108494639397,0.022574473172426224,0.02190531976521015,0.022314535453915596,0.022347986698150635,0.022198490798473358,0.02208397351205349,0.022069577127695084,0.022144870832562447,0.022543029859662056
2023-06-27,0.02249198779463768,0.022202597931027412,0.022238999605178833,0.022115007042884827,0.02207416668534279,0.02228132076561451,0.021880416199564934,0.022421162575483322,0.02198280207812786,0.022284241393208504,0.02256729081273079,0.02196245826780796,0.022558536380529404,0.022177960723638535,0.022270606830716133,0.02229059860110283,0.022210245952010155,0.02201700024306774,0.02232019230723381,0.02213566191494465,0.02251097559928894,0.022184299305081367,0.022155597805976868,0.022491948679089546,0.022122446447610855,0.021872976794838905,0.022995535284280777,0.022153332829475403,0.021995794028043747,0.02226707525551319,0.021990008652210236,0.022365253418684006,0.02258671075105667,0.02237112633883953,0.0218893364071846,0.022247932851314545,0.022221818566322327,0.022081444039940834,0.021625686436891556,0.02228470705449581,0.022526463493704796,0.022390050813555717,0.021663110703229904,0.022095877677202225,0.02242727391421795
2023-06-28,0.022192733362317085,0.022241156548261642,0.02205415815114975,0.022059565410017967,0.02214101329445839,0.022344134747982025,0.022027993574738503,0.022390032187104225,0.02205791510641575,0.02235780470073223,0.022369088605046272,0.022150427103042603,0.022478582337498665,0.02191196009516716,0.021894296631217003,0.022499050945043564,0.022469928488135338,0.02239636890590191,0.022515548393130302,0.022594029083848,0.0222932118922472,0.02240006811916828,0.022406945005059242,0.02257663756608963,0.022207556292414665,0.022141896188259125,0.02246697247028351,0.02195744216442108,0.022021574899554253,0.0221662949770689,0.02209838107228279,0.02136528305709362,0.02187083475291729,0.021899044513702393,0.0219610296189785,0.022442467510700226,0.022114988416433334,0.022303082048892975,0.021968862041831017,0.022466236725449562,0.02242370881140232,0.02217957004904747,0.022355353459715843,0.022155852988362312,0.022610902786254883
2023-06-30,0.022125976160168648,0.021808719262480736,0.022351084277033806,0.022578710690140724,0.021965378895401955,0.02231658436357975,0.022507982328534126,0.02213168703019619,0.022312583401799202,0.02224593237042427,0.022223711013793945,0.022206634283065796,0.022372761741280556,0.022482693195343018,0.0225912444293499,0.02213248424232006,0.021994227543473244,0.022450150921940804,0.022123821079730988,0.02203552797436714,0.022041741758584976,0.0222580898553133,0.022193418815732002,0.021979447454214096,0.022020146250724792,0.021955056115984917,0.022746918722987175,0.02212553657591343,0.021974870935082436,0.022407451644539833,0.022313175722956657,0.022291112691164017,0.021802987903356552,0.022360365837812424,0.022307824343442917,0.022667068988084793,0.022091293707489967,0.0224322397261858,0.022036951035261154,0.022079553455114365,0.021933451294898987,0.022190263494849205,0.021810542792081833,0.02236213907599449,0.02266044169664383
2023-07-03,0.022465089336037636,0.02196327969431877,0.022809036076068878,0.021988587453961372,0.022124364972114563,0.022247061133384705,0.021916132420301437,0.022186601534485817,0.022196317091584206,0.022131698206067085,0.022312164306640625,0.022087449207901955,0.022178053855895996,0.021958760917186737,0.022195743396878242,0.02219976671040058,0.021889029070734978,0.0223558247089386,0.022285185754299164,0.022505661472678185,0.02249610796570778,0.022528836503624916,0.022131092846393585,0.021881941705942154,0.022256508469581604,0.022145681083202362,0.02290739119052887,0.021969258785247803,0.021864600479602814,0.022383570671081543,0.02240956574678421,0.022541020065546036,0.02163904719054699,0.02189413644373417,0.022328509017825127,0.022612841799855232,0.021656829863786697,0.0222566369920969,0.022195473313331604,0.022218462079763412,0.022473152726888657,0.02190602943301201,0.02260592393577099,0.022466463968157768,0.022235024720430374
2023-07-04,0.022427493706345558,0.022313430905342102,0.022397741675376892,0.02199789136648178,0.02236267924308777,0.02214086428284645,0.022090964019298553,0.0224114079028368,0.022219756618142128,0.02184828370809555,0.02202754281461239,0.022263431921601295,0.022312026470899582,0.022460227832198143,0.02174743264913559,0.022106871008872986,0.022375062108039856,0.02240701951086521,0.022028177976608276,0.02227836474776268,0.022341469302773476,0.022390851750969887,0.021921178326010704,0.02262447029352188,0.022308317944407463,0.022420303896069527,0.022449703887104988,0.022288259118795395,0.02206982858479023,0.022198360413312912,0.022150389850139618,0.02192629687488079,0.022334417328238487,0.022158022969961166,0.021818717941641808,0.022089287638664246,0.022070467472076416,0.022614896297454834,0.022533860057592392,0.02217577025294304,0.02222275920212269,0.021805956959724426,0.022421948611736298,0.021938780322670937,0.02250901237130165
2023-07-05,0.021980315446853638,0.02248598076403141,0.022363705560564995,0.022501492872834206,0.022149955853819847,0.021813128143548965,0.02236953191459179,0.022516481578350067,0.022311897948384285,0.02196415141224861,0.022004924714565277,0.022160718217492104,0.021379783749580383,0.022437358275055885,0.02230159379541874,0.02266714908182621,0.021681541576981544,0.02300543524324894,0.022048570215702057,0.022282438352704048,0.022097961977124214,0.02170664258301258,0.022492805495858192,0.022136185318231583,0.022250721231102943,0.022301141172647476,0.02196487970650196,0.022355830296874046,0.022475847974419594,0.022138861939311028,0.022328129038214684,0.02212529256939888,0.022301049903035164,0.022134197875857353,0.02232952043414116,0.022405164316296577,0.02243453823029995,0.02229611575603485,0.022174639627337456,0.022629274055361748,0.022315867245197296,0.021798061206936836,0.022455969825387,0.02182125113904476,0.02210387773811817
2023-07-06,0.022814147174358368,0.022386975586414337,0.02257729321718216,0.022047406062483788,0.02294033206999302,0.022419003769755363,0.022174034267663956,0.02208217978477478,0.021889885887503624,0.02227165549993515,0.022260764613747597,0.021879391744732857,0.021751632913947105,0.02202495001256466,0.022257015109062195,0.022023936733603477,0.021736644208431244,0.02255711704492569,0.022368386387825012,0.02212408371269703,0.022335335612297058,0.021778080612421036,0.022005096077919006,0.02207127772271633,0.022100698202848434,0.022017639130353928,0.02223195508122444,0.022171664983034134,0.022186975926160812,0.022132867947220802,0.022465309128165245,0.022069143131375313,0.021904412657022476,0.022101055830717087,0.022325877100229263,0.022435177117586136,0.02176392823457718,0.022645873948931694,0.022334987297654152,0.022659331560134888,0.02200903184711933,0.02233661338686943,0.022165365517139435,0.022563038393855095,0.022602448239922523
2023-07-07,0.021347958594560623,0.02232176624238491,0.022330885753035545,0.02229366824030876,0.02231171727180481,0.02167944796383381,0.022000495344400406,0.02206670679152012,0.0220895204693079,0.022319074720144272,0.022218333557248116,0.022099843248724937,0.02163551189005375,0.02216574363410473,0.022125031799077988,0.022213058546185493,0.02250029519200325,0.022802557796239853,0.022476930171251297,0.02205641008913517,0.021990947425365448,0.022717086598277092,0.0212099589407444,0.022221282124519348,0.022094182670116425,0.02215784601867199,0.02281058393418789,0.0219913087785244,0.021862968802452087,0.02251855470240116,0.02223585546016693,0.02246863953769207,0.022200513631105423,0.02207004278898239,0.02246108278632164,0.02253086119890213,0.021977931261062622,0.023079881444573402,0.021957458928227425,0.0227734986692667,0.02238505519926548,0.0222124345600605,0.022202180698513985,0.022484228014945984,0.02233070880174637
2023-07-10,0.022496426478028297,0.021885739639401436,0.0222172774374485,0.022637981921434402,0.022412054240703583,0.022497083991765976,0.022124430164694786,0.02192452736198902,0.021992472931742668,0.02233969420194626,0.022536788135766983,0.022235682234168053,0.022547198459506035,0.022196365520358086,0.02235877700150013,0.0214365366846323,0.021990308538079262,0.022023549303412437,0.022474996745586395,0.022191941738128662,0.022044599056243896,0.022155066952109337,0.022349294275045395,0.022243954241275787,0.02238592505455017,0.021956274285912514,0.022673891857266426,0.022338150069117546,0.022397305816411972,0.02239200472831726,0.02199115976691246,0.022054575383663177,0.022000260651111603,0.02219499461352825,0.022423652932047844,0.0223569106310606,0.022357050329446793,0.022595535963773727,0.022042641416192055,0.022059796378016472,0.022185392677783966,0.02195524424314499,0.02138669230043888,0.02269522100687027,0.022244567051529884
2023-07-11,0.022721998393535614,0.02196303941309452,0.0217434111982584,0.022369874641299248,0.02222757786512375,0.021755995228886604,0.022156836465001106,0.022434724494814873,0.022155316546559334,0.022584769874811172,0.022195039317011833,0.02208724617958069,0.02253534644842148,0.0222844909876585,0.02220173552632332,0.022437021136283875,0.022073542699217796,0.022086959332227707,0.022830195724964142,0.022014731541275978,0.02186579257249832,0.022023772820830345,0.02224145084619522,0.021866949275135994,0.022154850885272026,0.02204291895031929,0.021835705265402794,0.022042550146579742,0.022430334240198135,0.02242475003004074,0.022186141461133957,0.022115232422947884,0.022638749331235886,0.022414542734622955,0.022290518507361412,0.022269072011113167,0.02209215611219406,0.02273351512849331,0.022391200065612793,0.021790366619825363,0.022112518548965454,0.021810028702020645,0.022073019295930862,0.022951699793338776,0.022342294454574585
2023-07-12,0.02276032045483589,0.02187667414546013,0.022503655403852463,0.022604307159781456,0.02225891314446926,0.022530220448970795,0.022092798724770546,0.022082043811678886,0.022403566166758537,0.02263360656797886,0.021893221884965897,0.022084742784500122,0.022847171872854233,0.022132543846964836,0.022105403244495392,0.02265242673456669,0.022288648411631584,0.023400677368044853,0.02231205254793167,0.02229733020067215,0.02186412550508976,0.021891823038458824,0.021999850869178772,0.021928371861577034,0.021775510162115097,0.022077927365899086,0.022158585488796234,0.021747075021266937,0.02283959835767746,0.022270575165748596,0.022242696955800056,0.02170512080192566,0.022469118237495422,0.022041935473680496,0.022422267124056816,0.021991916000843048,0.02173817716538906,0.02276589348912239,0.022041497752070427,0.021909818053245544,0.022045353427529335,0.022014306858181953,0.022017013281583786,0.02221844531595707,0.022062750533223152
2023-07-13,0.023248400539159775,0.022046448662877083,0.021825071424245834,0.022217094898223877,0.022378789260983467,0.022608870640397072,0.022302458062767982,0.022117679938673973,0.02218235842883587,0.022081412374973297,0.021707691252231598,0.021777605637907982,0.022975148633122444,0.022261852398514748,0.02195260301232338,0.02220817282795906,0.0222723837941885,0.022876957431435585,0.022894814610481262,0.022332917898893356,0.022199422121047974,0.02199702337384224,0.022007403895258904,0.022108785808086395,0.021856695413589478,0.022558603435754776,0.02201816253364086,0.022095859050750732,0.022858433425426483,0.022120965644717216,0.02171662263572216,0.02213025465607643,0.02164562977850437,0.022532034665346146,0.021999411284923553,0.022024940699338913,0.02230028621852398,0.022236594930291176,0.022618688642978668,0.02191576175391674,0.021926352754235268,0.021894363686442375,0.02235184796154499,0.02246757782995701,0.022149575874209404
2023-07-14,0.023228110745549202,0.02232622355222702,0.02203434146940708,0.022495105862617493,0.022185157984495163,0.0223508533090353,0.022184450179338455,0.02202543057501316,0.022311542183160782,0.022117655724287033,0.022121237590909004,0.021596461534500122,0.023098640143871307,0.02206459827721119,0.022357545793056488,0.022094327956438065,0.02210388518869877,0.022330792620778084,0.022085683420300484,0.022146666422486305,0.0220915749669075,0.02242150716483593,0.02202892303466797,0.022095780819654465,0.022307006642222404,0.022210488095879555,0.022041572257876396,0.022160209715366364,0.022345460951328278,0.022556865587830544,0.022326678037643433,0.022339172661304474,0.022121090441942215,0.022192692384123802,0.021877603605389595,0.0221715085208416,0.022170282900333405,0.022131916135549545,0.022553997114300728,0.022599678486585617,0.022131744772195816,0.021818295121192932,0.02173173986375332,0.022616399452090263,0.021699128672480583
2023-07-17,0.022950496524572372,0.022426333278417587,0.02181764505803585,0.022184714674949646,0.022189166396856308,0.022601328790187836,0.021999990567564964,0.022482138127088547,0.021855339407920837,0.022195963189005852,0.021997708827257156,0.02154885232448578,0.022857394069433212,0.0221913680434227,0.02251344919204712,0.02255169115960598,0.0218692347407341,0.022488001734018326,0.02172241546213627,0.022195082157850266,0.022399427369236946,0.02206055447459221,0.02232189103960991,0.022026311606168747,0.02209731563925743,0.022618304938077927,0.02271628938615322,0.021568218246102333,0.022098971530795097,0.021999742835760117,0.022638259455561638,0.022099506109952927,0.02270320989191532,0.021853191778063774,0.02201405167579651,0.022033151239156723,0.022392792627215385,0.022449146956205368,0.022273356094956398,0.022069083526730537,0.0220847949385643,0.02222423255443573,0.021992286667227745,0.022815527394413948,0.021812058985233307
2023-07-18,0.022360367700457573,0.02241561934351921,0.022001801058650017,0.021837521344423294,0.022325649857521057,0.02278502658009529,0.021962087601423264,0.021750420331954956,0.0221257284283638,0.021743692457675934,0.022012891247868538,0.02203986980021,0.023076478391885757,0.022449858486652374,0.022078420966863632,0.022644245997071266,0.021848313510417938,0.022391123697161674,0.02213098108768463,0.0223248228430748,0.022352511063218117,0.021819358691573143,0.021957725286483765,0.02233988232910633,0.022265778854489326,0.022594809532165527,0.021968703716993332,0.02225494012236595,0.022293630987405777,0.022115390747785568,0.022329313680529594,0.02237275429069996,0.022404855117201805,0.0221748948097229,0.022088369354605675,0.021893739700317383,0.022347290068864822,0.02228916622698307,0.02186163142323494,0.022330433130264282,0.022177916020154953,0.022571740671992302,0.02211790718138218,0.02262439951300621,0.02214793674647808
2023-07-19,0.023313729092478752,0.022086555138230324,0.02237400971353054,0.02230745181441307,0.02205462008714676,0.022335270419716835,0.022032730281352997,0.02213912457227707,0.021899186074733734,0.022339152172207832,0.022022053599357605,0.021824751049280167,0.023325122892856598,0.02208239585161209,0.022543510422110558,0.022556224837899208,0.022190548479557037,0.022798169404268265,0.02194167487323284,0.02213464118540287,0.022155173122882843,0.022058138623833656,0.021846190094947815,0.02192900888621807,0.022182704880833626,0.02235446684062481,0.022096853703260422,0.022087952122092247,0.021845659241080284,0.02218385599553585,0.02211679145693779,0.022061001509428024,0.022875623777508736,0.02205992117524147,0.022216329351067543,0.022043675184249878,0.021959900856018066,0.022221073508262634,0.022001247853040695,0.022275982424616814,0.022049134597182274,0.022012468427419662,0.022216860204935074,0.022516833618283272,0.02233222685754299
2023-07-20,0.02277519926428795,0.02201315201818943,0.0217344481498003,0.02223214879631996,0.02191401831805706,0.022862164303660393,0.022025512531399727,0.02226926013827324,0.022215135395526886,0.022115252912044525,0.022485241293907166,0.021617872640490532,0.02253548800945282,0.022115228697657585,0.022155441343784332,0.02258423902094364,0.02226397767663002,0.02217922732234001,0.022353872656822205,0.021800339221954346,0.022169601172208786,0.02227560617029667,0.022047854959964752,0.022337336093187332,0.022034134715795517,0.022212451323866844,0.02215447835624218,0.021950416266918182,0.021930526942014694,0.022186294198036194,0.02191818691790104,0.022001046687364578,0.02322143316268921,0.02224746160209179,0.022292323410511017,0.022052090615034103,0.02190794236958027,0.02234717085957527,0.021986275911331177,0.022404709830880165,0.02264312654733658,0.022474190220236778,0.022257249802350998,0.02231822907924652,0.022382652387022972
2023-07-21,0.0230915118008852,0.022058837115764618,0.022159626707434654,0.02241971157491207,0.022337501868605614,0.022223396226763725,0.022078273817896843,0.022342080250382423,0.02221132442355156,0.022249508649110794,0.02211003750562668,0.022041767835617065,0.022938227280974388,0.02201351337134838,0.02206706441938877,0.022340480238199234,0.022416671738028526,0.022354761138558388,0.022118454799056053,0.02207443118095398,0.02233305387198925,0.022188374772667885,0.02250797301530838,0.02190602384507656,0.022306310012936592,0.021754581481218338,0.022237898781895638,0.021917620673775673,0.021831918507814407,0.022266365587711334,0.022128364071249962,0.021795839071273804,0.022826317697763443,0.022278742864727974,0.02222859300673008,0.02206234261393547,0.022272678092122078,0.021819403395056725,0.021842535585165024,0.022286711260676384,0.022109106183052063,0.022014496847987175,0.022805575281381607,0.02264830656349659,0.02198365516960621
